#,year_fund,month_fund,dealership_id,counts,engagement
234,2021,10,9690,5,E5
235,2021,10,1300,5,E5
236,2021,10,106,5,E5
237,2021,10,4869,5,E5
238,2021,10,4639,5,E5
239,2021,10,13293,5,E5
240,2021,10,4853,5,E5
241,2021,10,258,5,E5
242,2021,10,4034,5,E5
243,2021,10,1214,5,E5
244,2021,10,4452,5,E5
245,2021,10,8617,5,E5
246,2021,10,43,5,E5
247,2021,10,582,5,E5
248,2021,10,2266,5,E5
249,2021,10,1050,5,E5
250,2021,10,50,5,E5
251,2021,10,5519,5,E5
252,2021,10,2037,5,E5
253,2021,10,7934,5,E5
254,2021,10,4313,5,E5
255,2021,10,1760,5,E5
256,2021,10,18007,5,E5
257,2021,10,18638,5,E5
258,2021,10,714,5,E5
259,2021,10,1018,5,E5
260,2021,10,7535,5,E5
261,2021,10,2730,5,E5
262,2021,10,13477,5,E5
263,2021,10,6985,5,E5
264,2021,10,2992,5,E5
265,2021,10,619,5,E5
266,2021,10,1132,5,E5
267,2021,10,190,5,E5
268,2021,10,6589,5,E5
269,2021,10,3123,5,E5
270,2021,10,977,5,E5
271,2021,10,4504,5,E5
272,2021,10,4817,5,E5
273,2021,10,4802,5,E5
274,2021,10,4038,5,E5
275,2021,10,1115,5,E5
276,2021,10,2272,5,E5
277,2021,10,3187,5,E5
278,2021,10,20105,5,E5
279,2021,10,19928,5,E5
280,2021,10,6761,5,E5
281,2021,10,178,5,E5
282,2021,10,1664,5,E5
283,2021,10,603,5,E5
284,2021,10,2286,5,E5
285,2021,10,13641,5,E5
286,2021,10,20630,5,E5
287,2021,10,625,5,E5
288,2021,10,4721,5,E5
289,2021,10,1035,5,E5
290,2021,10,4178,5,E5
291,2021,10,6373,5,E5
292,2021,10,6130,5,E5
293,2021,10,2976,4,E2
294,2021,10,20696,4,E2
295,2021,10,1808,4,E2
296,2021,10,7875,4,E2
297,2021,10,2936,4,E2
298,2021,10,4487,4,E2
299,2021,10,3836,4,E2
300,2021,10,5244,4,E2
301,2021,10,6570,4,E2
302,2021,10,20043,4,E2
303,2021,10,19276,4,E2
304,2021,10,1351,4,E2
305,2021,10,3493,4,E2
306,2021,10,3685,4,E2
307,2021,10,360,4,E2
308,2021,10,4327,4,E2
309,2021,10,3627,4,E2
310,2021,10,1154,4,E2
311,2021,10,2344,4,E2
312,2021,10,4117,4,E2
313,2021,10,604,4,E2
314,2021,10,51,4,E2
315,2021,10,19753,4,E2
316,2021,10,1630,4,E2
317,2021,10,3475,4,E2
318,2021,10,20042,4,E2
319,2021,10,2747,4,E2
320,2021,10,1983,4,E2
321,2021,10,18989,4,E2
322,2021,10,4182,4,E2
323,2021,10,2707,4,E2
324,2021,10,1666,4,E2
325,2021,10,19292,4,E2
326,2021,10,3938,4,E2
327,2021,10,10557,4,E2
328,2021,10,707,4,E2
329,2021,10,62,4,E2
330,2021,10,19334,4,E2
331,2021,10,1225,4,E2
332,2021,10,3162,4,E2
333,2021,10,7996,4,E2
334,2021,10,4094,4,E2
335,2021,10,969,4,E2
336,2021,10,2295,4,E2
337,2021,10,8509,4,E2
338,2021,10,19694,4,E2
339,2021,10,3687,4,E2
340,2021,10,6103,4,E2
341,2021,10,177,4,E2
342,2021,10,20425,4,E2
343,2021,10,640,4,E2
344,2021,10,2732,4,E2
345,2021,10,13417,4,E2
346,2021,10,1451,4,E2
347,2021,10,1547,4,E2
348,2021,10,2077,4,E2
349,2021,10,4464,4,E2
350,2021,10,6908,4,E2
351,2021,10,5240,4,E2
352,2021,10,755,4,E2
353,2021,10,2885,4,E2
354,2021,10,5570,4,E2
355,2021,10,3402,4,E2
356,2021,10,20263,4,E2
357,2021,10,5011,4,E2
358,2021,10,4002,4,E2
359,2021,10,1121,4,E2
360,2021,10,2173,4,E2
361,2021,10,7385,4,E2
362,2021,10,4299,4,E2
363,2021,10,3346,4,E2
364,2021,10,3416,4,E2
365,2021,10,19942,4,E2
366,2021,10,20952,4,E2
367,2021,10,13111,3,E2
368,2021,10,4523,3,E2
369,2021,10,4545,3,E2
370,2021,10,18871,3,E2
371,2021,10,4547,3,E2
372,2021,10,162,3,E2
373,2021,10,981,3,E2
374,2021,10,4585,3,E2
375,2021,10,4685,3,E2
376,2021,10,2571,3,E2
377,2021,10,3739,3,E2
378,2021,10,5098,3,E2
379,2021,10,45,3,E2
380,2021,10,2588,3,E2
381,2021,10,4065,3,E2
382,2021,10,2150,3,E2
383,2021,10,1239,3,E2
384,2021,10,2283,3,E2
385,2021,10,1638,3,E2
386,2021,10,19991,3,E2
387,2021,10,6492,3,E2
388,2021,10,2219,3,E2
389,2021,10,5587,3,E2
390,2021,10,4875,3,E2
391,2021,10,20493,3,E2
392,2021,10,3775,3,E2
393,2021,10,813,3,E2
394,2021,10,8454,3,E2
395,2021,10,13528,3,E2
396,2021,10,3532,3,E2
397,2021,10,2429,3,E2
398,2021,10,176,3,E2
399,2021,10,1314,3,E2
400,2021,10,2324,3,E2
401,2021,10,3405,3,E2
402,2021,10,2354,3,E2
403,2021,10,5049,3,E2
404,2021,10,19595,3,E2
405,2021,10,4478,3,E2
406,2021,10,19167,3,E2
407,2021,10,19310,3,E2
408,2021,10,1437,3,E2
409,2021,10,638,3,E2
410,2021,10,1600,3,E2
411,2021,10,4160,3,E2
412,2021,10,7944,3,E2
413,2021,10,5783,3,E2
414,2021,10,3644,3,E2
415,2021,10,1838,3,E2
416,2021,10,3216,3,E2
417,2021,10,2889,3,E2
418,2021,10,3888,3,E2
419,2021,10,4238,3,E2
420,2021,10,2669,3,E2
421,2021,10,668,3,E2
422,2021,10,128,3,E2
423,2021,10,491,3,E2
424,2021,10,79,3,E2
425,2021,10,1594,3,E2
426,2021,10,20528,3,E2
427,2021,10,5557,3,E2
428,2021,10,5617,3,E2
429,2021,10,8615,3,E2
430,2021,10,13,3,E2
431,2021,10,297,3,E2
432,2021,10,19557,3,E2
433,2021,10,19658,3,E2
434,2021,10,19910,3,E2
435,2021,10,3483,3,E2
436,2021,10,6316,3,E2
437,2021,10,2765,3,E2
438,2021,10,3893,3,E2
439,2021,10,4796,3,E2
440,2021,10,655,3,E2
441,2021,10,1567,3,E2
442,2021,10,68,3,E2
443,2021,10,4935,3,E2
444,2021,10,3462,3,E2
445,2021,10,8583,3,E2
446,2021,10,1954,3,E2
447,2021,10,637,3,E2
448,2021,10,1292,3,E2
449,2021,10,4315,3,E2
450,2021,10,1392,3,E2
451,2021,10,2015,3,E2
452,2021,10,4272,3,E2
453,2021,10,4960,3,E2
454,2021,10,3786,3,E2
455,2021,10,13295,3,E2
456,2021,10,19903,3,E2
457,2021,10,5664,3,E2
458,2021,10,7859,3,E2
459,2021,10,4947,2,E2
460,2021,10,2574,2,E2
461,2021,10,4538,2,E2
462,2021,10,19952,2,E2
463,2021,10,8549,2,E2
464,2021,10,4892,2,E2
465,2021,10,317,2,E2
466,2021,10,3507,2,E2
467,2021,10,19750,2,E2
468,2021,10,4199,2,E2
469,2021,10,6368,2,E2
470,2021,10,4085,2,E2
471,2021,10,18819,2,E2
472,2021,10,251,2,E2
473,2021,10,1188,2,E2
474,2021,10,4326,2,E2
475,2021,10,9063,2,E2
476,2021,10,4125,2,E2
477,2021,10,2560,2,E2
478,2021,10,13578,2,E2
479,2021,10,722,2,E2
480,2021,10,1583,2,E2
481,2021,10,627,2,E2
482,2021,10,2186,2,E2
483,2021,10,18688,2,E2
484,2021,10,3401,2,E2
485,2021,10,4046,2,E2
486,2021,10,5074,2,E2
487,2021,10,2530,2,E2
488,2021,10,4084,2,E2
489,2021,10,18824,2,E2
490,2021,10,8742,2,E2
491,2021,10,1516,2,E2
492,2021,10,6914,2,E2
493,2021,10,6159,2,E2
494,2021,10,3035,2,E2
495,2021,10,4017,2,E2
496,2021,10,5760,2,E2
497,2021,10,2339,2,E2
498,2021,10,1397,2,E2
499,2021,10,6247,2,E2
500,2021,10,5619,2,E2
501,2021,10,9150,2,E2
502,2021,10,13633,2,E2
503,2021,10,949,2,E2
504,2021,10,13454,2,E2
505,2021,10,4605,2,E2
506,2021,10,20589,2,E2
507,2021,10,206,2,E2
508,2021,10,13185,2,E2
509,2021,10,18979,2,E2
510,2021,10,3962,2,E2
511,2021,10,4354,2,E2
512,2021,10,3697,2,E2
513,2021,10,20168,2,E2
514,2021,10,6505,2,E2
515,2021,10,2012,2,E2
516,2021,10,1312,2,E2
517,2021,10,13118,2,E2
518,2021,10,2259,2,E2
519,2021,10,13306,2,E2
520,2021,10,2822,2,E2
521,2021,10,20034,2,E2
522,2021,10,5430,2,E2
523,2021,10,643,2,E2
524,2021,10,366,2,E2
525,2021,10,3878,2,E2
526,2021,10,4104,2,E2
527,2021,10,5484,2,E2
528,2021,10,442,2,E2
529,2021,10,3204,2,E2
530,2021,10,105,2,E2
531,2021,10,73,2,E2
532,2021,10,4059,2,E2
533,2021,10,652,2,E2
534,2021,10,4388,2,E2
535,2021,10,78,2,E2
536,2021,10,25,2,E2
537,2021,10,3757,2,E2
538,2021,10,3619,2,E2
539,2021,10,6903,2,E2
540,2021,10,70,2,E2
541,2021,10,20297,2,E2
542,2021,10,5850,2,E2
543,2021,10,4090,2,E2
544,2021,10,20118,2,E2
545,2021,10,357,2,E2
546,2021,10,4174,2,E2
547,2021,10,7110,2,E2
548,2021,10,577,2,E2
549,2021,10,8622,2,E2
550,2021,10,5280,2,E2
551,2021,10,4102,2,E2
552,2021,10,5125,2,E2
553,2021,10,1731,2,E2
554,2021,10,2705,2,E2
555,2021,10,5104,2,E2
556,2021,10,9600,2,E2
557,2021,10,19784,2,E2
558,2021,10,5142,2,E2
559,2021,10,1401,2,E2
560,2021,10,495,2,E2
561,2021,10,2728,2,E2
562,2021,10,3900,2,E2
563,2021,10,2067,2,E2
564,2021,10,4183,2,E2
565,2021,10,2914,2,E2
566,2021,10,1788,2,E2
567,2021,10,17945,2,E2
568,2021,10,4714,2,E2
569,2021,10,4290,2,E2
570,2021,10,7857,2,E2
571,2021,10,4716,2,E2
572,2021,10,19389,2,E2
573,2021,10,3995,2,E2
574,2021,10,5980,2,E2
575,2021,10,3796,2,E2
576,2021,10,1097,2,E2
577,2021,10,3635,2,E2
578,2021,10,3787,2,E2
579,2021,10,12903,2,E2
580,2021,10,3553,2,E2
581,2021,10,2941,2,E2
582,2021,10,1884,2,E2
583,2021,10,2680,2,E2
584,2021,10,3516,2,E2
585,2021,10,993,2,E2
586,2021,10,2684,2,E2
587,2021,10,3975,2,E2
588,2021,10,4643,2,E2
589,2021,10,167,2,E2
590,2021,10,3953,2,E2
591,2021,10,119,2,E2
592,2021,10,20951,2,E2
593,2021,10,1789,2,E2
594,2021,10,3,2,E2
595,2021,10,18644,2,E2
596,2021,10,2882,2,E2
597,2021,10,7921,2,E2
598,2021,10,1809,2,E2
599,2021,10,4350,2,E2
600,2021,10,7884,2,E2
601,2021,10,3877,2,E2
602,2021,10,4109,2,E2
603,2021,10,2651,2,E2
604,2021,10,6886,2,E2
605,2021,10,3301,2,E2
606,2021,10,2517,2,E2
607,2021,10,3777,2,E2
608,2021,10,18645,2,E2
609,2021,10,5273,2,E2
610,2021,10,1402,2,E2
611,2021,10,6660,2,E2
612,2021,10,2640,2,E2
613,2021,10,2615,2,E2
614,2021,10,3499,2,E2
615,2021,10,19415,1,E1
616,2021,10,4365,1,E1
617,2021,10,670,1,E1
618,2021,10,1246,1,E1
619,2021,10,7748,1,E1
620,2021,10,18647,1,E1
621,2021,10,20793,1,E1
622,2021,10,18975,1,E1
623,2021,10,1446,1,E1
624,2021,10,2046,1,E1
625,2021,10,549,1,E1
626,2021,10,19526,1,E1
627,2021,10,12930,1,E1
628,2021,10,19315,1,E1
629,2021,10,6920,1,E1
630,2021,10,4134,1,E1
631,2021,10,4098,1,E1
632,2021,10,4230,1,E1
633,2021,10,3463,1,E1
634,2021,10,972,1,E1
635,2021,10,17332,1,E1
636,2021,10,4647,1,E1
637,2021,10,1257,1,E1
638,2021,10,2279,1,E1
639,2021,10,915,1,E1
640,2021,10,4333,1,E1
641,2021,10,19761,1,E1
642,2021,10,1805,1,E1
643,2021,10,19384,1,E1
644,2021,10,13687,1,E1
645,2021,10,1593,1,E1
646,2021,10,1753,1,E1
647,2021,10,1577,1,E1
648,2021,10,1276,1,E1
649,2021,10,10759,1,E1
650,2021,10,2789,1,E1
651,2021,10,1763,1,E1
652,2021,10,3071,1,E1
653,2021,10,7968,1,E1
654,2021,10,19432,1,E1
655,2021,10,4206,1,E1
656,2021,10,30,1,E1
657,2021,10,2284,1,E1
658,2021,10,6164,1,E1
659,2021,10,377,1,E1
660,2021,10,3530,1,E1
661,2021,10,1025,1,E1
662,2021,10,9344,1,E1
663,2021,10,7453,1,E1
664,2021,10,3374,1,E1
665,2021,10,3899,1,E1
666,2021,10,560,1,E1
667,2021,10,20457,1,E1
668,2021,10,5451,1,E1
669,2021,10,5065,1,E1
670,2021,10,14117,1,E1
671,2021,10,5253,1,E1
672,2021,10,2509,1,E1
673,2021,10,3151,1,E1
674,2021,10,17131,1,E1
675,2021,10,997,1,E1
676,2021,10,1235,1,E1
677,2021,10,3593,1,E1
678,2021,10,19426,1,E1
679,2021,10,5715,1,E1
680,2021,10,564,1,E1
681,2021,10,5392,1,E1
682,2021,10,1319,1,E1
683,2021,10,2974,1,E1
684,2021,10,80,1,E1
685,2021,10,4279,1,E1
686,2021,10,3911,1,E1
687,2021,10,6747,1,E1
688,2021,10,19676,1,E1
689,2021,10,18974,1,E1
690,2021,10,3517,1,E1
691,2021,10,5258,1,E1
692,2021,10,18913,1,E1
693,2021,10,6907,1,E1
694,2021,10,6480,1,E1
695,2021,10,12703,1,E1
696,2021,10,7885,1,E1
697,2021,10,4435,1,E1
698,2021,10,8002,1,E1
699,2021,10,5476,1,E1
700,2021,10,8199,1,E1
701,2021,10,2210,1,E1
702,2021,10,2801,1,E1
703,2021,10,2495,1,E1
704,2021,10,859,1,E1
705,2021,10,8000,1,E1
706,2021,10,28,1,E1
707,2021,10,3976,1,E1
708,2021,10,2524,1,E1
709,2021,10,18119,1,E1
710,2021,10,6031,1,E1
711,2021,10,1848,1,E1
712,2021,10,5585,1,E1
713,2021,10,5879,1,E1
714,2021,10,4382,1,E1
715,2021,10,3067,1,E1
716,2021,10,5788,1,E1
717,2021,10,4003,1,E1
718,2021,10,1436,1,E1
719,2021,10,3308,1,E1
720,2021,10,20922,1,E1
721,2021,10,3521,1,E1
722,2021,10,4549,1,E1
723,2021,10,3212,1,E1
724,2021,10,7620,1,E1
725,2021,10,20885,1,E1
726,2021,10,4123,1,E1
727,2021,10,3636,1,E1
728,2021,10,19418,1,E1
729,2021,10,2228,1,E1
730,2021,10,3898,1,E1
731,2021,10,4218,1,E1
732,2021,10,1374,1,E1
733,2021,10,18999,1,E1
734,2021,10,10195,1,E1
735,2021,10,2158,1,E1
736,2021,10,9757,1,E1
737,2021,10,3533,1,E1
738,2021,10,2862,1,E1
739,2021,10,1976,1,E1
740,2021,10,4702,1,E1
741,2021,10,6572,1,E1
742,2021,10,5717,1,E1
743,2021,10,773,1,E1
744,2021,10,448,1,E1
745,2021,10,13073,1,E1
746,2021,10,15648,1,E1
747,2021,10,8105,1,E1
748,2021,10,19524,1,E1
749,2021,10,15450,1,E1
750,2021,10,4292,1,E1
751,2021,10,569,1,E1
752,2021,10,6680,1,E1
753,2021,10,8343,1,E1
754,2021,10,19892,1,E1
755,2021,10,738,1,E1
756,2021,10,19802,1,E1
757,2021,10,4748,1,E1
758,2021,10,19277,1,E1
759,2021,10,18664,1,E1
760,2021,10,716,1,E1
761,2021,10,3441,1,E1
762,2021,10,19332,1,E1
763,2021,10,8539,1,E1
764,2021,10,1344,1,E1
765,2021,10,3289,1,E1
766,2021,10,423,1,E1
767,2021,10,7943,1,E1
768,2021,10,4180,1,E1
769,2021,10,4880,1,E1
770,2021,10,18995,1,E1
771,2021,10,3254,1,E1
772,2021,10,4221,1,E1
773,2021,10,5665,1,E1
774,2021,10,3334,1,E1
775,2021,10,4793,1,E1
776,2021,10,19198,1,E1
777,2021,10,5814,1,E1
778,2021,10,1501,1,E1
779,2021,10,168,1,E1
780,2021,10,2482,1,E1
781,2021,10,5936,1,E1
782,2021,10,2229,1,E1
783,2021,10,2449,1,E1
784,2021,10,5740,1,E1
785,2021,10,3157,1,E1
786,2021,10,3274,1,E1
787,2021,10,20926,1,E1
788,2021,10,749,1,E1
789,2021,10,4421,1,E1
790,2021,10,13815,1,E1
791,2021,10,5818,1,E1
792,2021,10,4177,1,E1
793,2021,10,2200,1,E1
794,2021,10,19166,1,E1
795,2021,10,3086,1,E1
796,2021,10,3759,1,E1
797,2021,10,2152,1,E1
798,2021,10,416,1,E1
799,2021,10,10262,1,E1
800,2021,10,4175,1,E1
801,2021,10,2137,1,E1
802,2021,10,20111,1,E1
803,2021,10,8160,1,E1
804,2021,10,4316,1,E1
805,2021,10,2086,1,E1
806,2021,10,7401,1,E1
807,2021,10,2,1,E1
808,2021,10,1525,1,E1
809,2021,10,1278,1,E1
810,2021,10,4556,1,E1
811,2021,10,19133,1,E1
812,2021,10,5354,1,E1
813,2021,10,5299,1,E1
814,2021,10,3398,1,E1
815,2021,10,11592,1,E1
816,2021,10,2380,1,E1
817,2021,10,13843,1,E1
818,2021,10,3191,1,E1
819,2021,10,5108,1,E1
820,2021,10,1912,1,E1
821,2021,10,19530,1,E1
822,2021,10,2842,1,E1
823,2021,10,3522,1,E1
824,2021,10,3414,1,E1
825,2021,10,20524,1,E1
826,2021,10,729,1,E1
827,2021,10,4437,1,E1
828,2021,10,4256,1,E1
829,2021,10,5497,1,E1
830,2021,10,8645,1,E1
831,2021,10,19208,1,E1
832,2021,10,14273,1,E1
833,2021,10,19998,1,E1
834,2021,10,1010,1,E1
835,2021,10,1735,1,E1
836,2021,10,2030,1,E1
837,2021,10,6072,1,E1
838,2021,10,19875,1,E1
839,2021,10,6391,1,E1
840,2021,10,13059,1,E1
841,2021,10,4667,1,E1
842,2021,10,476,1,E1
843,2021,10,1192,1,E1
844,2021,10,1513,1,E1
845,2021,10,1479,1,E1
846,2021,10,4149,1,E1
847,2021,10,587,1,E1
848,2021,10,4359,1,E1
849,2021,10,59,1,E1
850,2021,10,2911,1,E1
851,2021,10,1411,1,E1
852,2021,10,2280,1,E1
853,2021,10,4954,1,E1
854,2021,10,1182,1,E1
855,2021,10,3505,1,E1
856,2021,10,5861,1,E1
857,2021,10,19902,1,E1
858,2021,10,1586,1,E1
859,2021,10,5978,1,E1
860,2021,10,3325,1,E1
861,2021,10,11942,1,E1
862,2021,10,1944,1,E1
863,2021,10,7070,1,E1
864,2021,10,2720,1,E1
865,2021,10,1951,1,E1
866,2021,10,6486,1,E1
867,2021,10,19958,1,E1
868,2021,10,1499,1,E1
869,2021,10,6674,1,E1
870,2021,10,20164,1,E1
871,2021,10,19997,1,E1
872,2021,10,2878,1,E1
873,2021,10,5082,1,E1
874,2021,10,1429,1,E1
875,2021,10,19790,1,E1
876,2021,10,3257,1,E1
877,2021,10,4205,1,E1
878,2021,10,3825,1,E1
879,2021,10,5201,1,E1
880,2021,10,18711,1,E1
881,2021,10,6473,1,E1
882,2021,10,18865,1,E1
883,2021,10,2306,1,E1
884,2021,10,12893,1,E1
885,2021,10,4679,1,E1
886,2021,10,18637,1,E1
887,2021,10,3923,1,E1
888,2021,10,4837,1,E1
889,2021,10,2049,1,E1
890,2021,10,13565,1,E1
891,2021,10,3741,1,E1
892,2021,10,20994,1,E1
893,2021,10,5992,1,E1
894,2021,10,20722,1,E1
895,2021,10,5206,1,E1
896,2021,10,793,1,E1
897,2021,10,3544,1,E1
898,2021,10,1727,1,E1
899,2021,10,1126,1,E1
900,2021,9,3673,81,E10
901,2021,9,1263,38,E10
902,2021,9,759,34,E10
903,2021,9,2937,32,E10
904,2021,9,854,31,E10
905,2021,9,3611,31,E10
906,2021,9,3985,30,E10
907,2021,9,20392,30,E10
908,2021,9,3027,28,E10
909,2021,9,1099,27,E10
910,2021,9,2800,26,E10
911,2021,9,1901,25,E10
912,2021,9,3713,24,E10
913,2021,9,20009,24,E10
914,2021,9,83,23,E10
915,2021,9,1013,23,E10
916,2021,9,1333,22,E10
917,2021,9,7868,22,E10
918,2021,9,20037,22,E10
919,2021,9,939,21,E10
920,2021,9,1384,21,E10
921,2021,9,2623,20,E10
922,2021,9,1262,20,E10
923,2021,9,2968,20,E10
924,2021,9,5481,20,E10
925,2021,9,1930,20,E10
926,2021,9,3227,19,E10
927,2021,9,986,19,E10
928,2021,9,42,18,E10
929,2021,9,12905,18,E10
930,2021,9,2469,18,E10
931,2021,9,23,18,E10
932,2021,9,115,18,E10
933,2021,9,3552,18,E10
934,2021,9,4909,17,E10
935,2021,9,619,17,E10
936,2021,9,1225,17,E10
937,2021,9,2363,17,E10
938,2021,9,1497,17,E10
939,2021,9,13635,17,E10
